LOUXDWDEVA0092,10
LOUXDWDEVA0134,10
LOUXDWDEVA0470,10
LOUXDWDEVA0592,10
LOUXDWDEVA1142,10
LOUXDWDEVB0295,10
LOUXDWDEVB0411,10
LOUXDWDEVB0517,10
LOUXDWDEVB0567,10
LOUXDWDEVB0976,10
LOUXDWDEVB0979,10
LOUXDWDEVB0984,10
LOUXDWDEVB1002,10
LOUXDWDEVB1004,10
LOUXDWDEVB1164,10
LOUXDWDEVB1256,10
LOUXDWDEVB1295,10
LOUXDWDEVB2276,10
LOUXDWDEVB2323,10
LOUXDWDEVB2365,10
LOUXDWDEVB2404,10
LOUXDWDEVB2546,10
LOUXDWDEVB2590,10
LOUXDWDEVB2626,10
LOUXDWDEVB2650,10
LOUXDWDEVB2695,10
LOUXDWDEVB2767,10
LOUXDWDEVB2803,10
LOUXDWDEVB2814,10
LOUXDWDEVB2815,10
LOUXDWDEVB2852,10
LOUXDWDEVB2884,10
LOUXDWDEVB2951,10
LOUXDWDEVB2980,10
LOUXDWDEVB3013,10
LOUXDWDEVC0390,10
LOUXDWDEVC0478,10
LOUXDWDEVC2018,10
LOUXDWDEVC2102,10
LOUXDWDEVC2136,10
LOUXDWDEVC2181,10
LOUXDWDEVC2223,10
LOUXDWDEVC2232,10
LOUXDWDEVC2237,10
LOUXDWDEVC2243,10
LOUXDWDEVC2253,10
LOUXDWDEVC2361,10
LOUXDWDEVC2410,10
LOUXDWDEVC2411,10
LOUXDWDEVC2462,10
LOUXDWDEVC2519,10
LOUXDWDEVC2526,10
LOUXDWDEVC2555,10
LOUXDWDEVC2633,10
LOUXDWSTDB0435,10
LOUXDWSTDB0483,10
LOUXDWSTDB0632,10
LOUXDWSTDB0648,10
LOUXDWSTDB0815,10
LOUXDWSTDB0841,10
LOUXDWSTDB0844,10
LOUXDWTSSA0178,10
LOUXDWTSSA0216,10
LOUXDWVIPA0004,10
LOUXDWVIPA0029,10
LOUXDWVIPB0047,10
SIMXDWDEVA0428,10
SIMXDWDEVA0646,10
SIMXDWDEVA0919,10
SIMXDWDEVB0163,10
SIMXDWDEVB0382,10
SIMXDWDEVB0420,10
SIMXDWDEVB0519,10
SIMXDWDEVB0525,10
SIMXDWDEVB0569,10
SIMXDWDEVB0675,10
SIMXDWDEVB1022,10
SIMXDWDEVB1037,10
SIMXDWDEVB1229,10
SIMXDWDEVB1618,10
SIMXDWDEVB1637,10
SIMXDWDEVB1790,10
SIMXDWDEVB1804,10
SIMXDWDEVB1831,10
SIMXDWDEVB1910,10
SIMXDWDEVB2001,10
SIMXDWDEVB2048,10
SIMXDWDEVB2056,10
SIMXDWDEVB2076,10
SIMXDWDEVB2125,10
SIMXDWDEVB2134,10
SIMXDWDEVB2148,10
SIMXDWDEVB2201,10
SIMXDWDEVB2209,10
SIMXDWDEVB2215,10
SIMXDWDEVB2243,10
SIMXDWDEVB2290,10
SIMXDWDEVB2376,10
SIMXDWDEVC0278,10
SIMXDWDEVC1059,10
SIMXDWDEVC1182,10
SIMXDWDEVC1281,10
SIMXDWDEVC1500,10
SIMXDWDEVC2100,10
SIMXDWDEVC2135,10
SIMXDWDEVC2166,10
SIMXDWDEVC2199,10
SIMXDWDEVC2423,10
SIMXDWDEVC2469,10
SIMXDWDEVC2610,10
SIMXDWDEVC2620,10
SIMXDWDEVC2661,10
SIMXDWDEVC2736,10
SIMXDWDEVC2741,10
SIMXDWDEVC2844,10
SIMXDWDEVC2887,10
SIMXDWDEVC2941,10
SIMXDWDEVC2994,10
SIMXDWDEVC3074,10
SIMXDWDEVC3155,10
SIMXDWDEVC3160,10
SIMXDWDEVC3248,10
SIMXDWSTDB0334,10
SIMXDWSTDB0351,10
SIMXDWSTDB0478,10
SIMXDWSTDB0677,10
SIMXDWSTDB0832,10
SIMXDWSTDB0887,10
SIMXDWTSSA0227,10
SIMXDWTSSA0255,10
SIMXDWTSSA0261,10
SIMXDWVIPA0079,10
SIMXDWWTSB0005,10
SIMXDWWTSB0007,10
SIMXDWWTSB0008,10
SIMXDWWTSB0009,10
SIMXDWWTSB0011,10
SIMXDWWTSB0012,10
SIMXDWWTSB0013,10
SIMXDWWTSB0014,10
SIMXDWWTSB0015,10
SIMXDWWTSB0017,10
SIMXDWWTSB0018,10
SIMXDWWTSB0019,10
SIMXDWWTSB0020,10
SIMXDWWTSB0023,10
SIMXDWWTSB0024,10
SIMXDWWTSB0054,10
SIMXDWWTSB0057,10
SIMXDWWTSB0058,10
SIMXDWWTSC0002,10
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
